ds,consensus_pred,actual_champion_pred,champion_pred,challenger_pred,actual_challenger_pred,actual,nsa_pred,nsa_raw_pred
2013-05-01,165.0,,,,,175.0,,
2013-06-01,172.0,,,,,195.0,,
2013-07-01,183.0,,,,,162.0,,
2013-08-01,172.0,,,,,169.0,,
2013-09-01,180.0,,,,,148.0,,
2013-10-01,140.0,,,,,264.0,,
2013-11-01,182.0,,,,,203.0,,
2013-12-01,199.0,,,,,74.0,,
2014-01-01,171.0,,,,,113.0,,
2014-02-01,160.0,,,,,175.0,,
2014-03-01,192.0,,,,,192.0,,
2014-04-01,222.0,,,,,288.0,,
2014-05-01,215.0,,,,,217.0,,
2014-06-01,214.0,,,,,288.0,,
2014-07-01,235.0,,,,,209.0,,
2014-08-01,218.0,,,,,142.0,,
2014-09-01,210.0,,,,,248.0,,
2014-10-01,236.0,,,,,214.0,,
2014-11-01,238.0,,,,,321.0,,
2014-12-01,243.0,,,,,252.0,,
2015-01-01,233.0,,,,,257.0,,
2015-02-01,235.0,,,,,295.0,,
2015-03-01,238.0,,,,,126.0,,
2015-04-01,227.0,,,,,223.0,,
2015-05-01,227.0,,,,,280.0,,
2015-06-01,227.0,,,,,223.0,,
2015-07-01,224.0,,,,,215.0,,
2015-08-01,215.0,,,,,173.0,,
2015-09-01,205.0,,,,,142.0,,
2015-10-01,181.0,,,,,271.0,,
2015-11-01,196.0,,,,,211.0,,
2015-12-01,194.0,,,,,292.0,,
2016-01-01,222.0,,,,,151.0,,
2016-02-01,191.0,,,,,242.0,,
2016-03-01,201.0,,,,,215.0,,
2016-04-01,197.0,,,,,160.0,,
2016-05-01,169.0,,,,,38.0,,
2016-06-01,168.0,,,,,287.0,,
2016-07-01,180.0,,,,,255.0,,
2016-08-01,168.0,,,,,151.0,,
2016-09-01,170.0,,,,,156.0,,
2016-10-01,169.0,,,,,161.0,,
2016-11-01,170.0,,,,,178.0,,
2016-12-01,157.0,,,,,156.0,,
2017-01-01,168.0,,,,,227.0,,
2017-02-01,181.0,,,,,235.0,,
2017-03-01,186.0,,,,,98.0,,
2017-04-01,190.0,,,,,211.0,,
2017-05-01,182.0,,,,,138.0,,
2017-06-01,177.0,,,,,222.0,,
2017-07-01,180.0,,,,,209.0,,
2017-08-01,182.0,,,,,156.0,,
2017-09-01,125.0,,,,,-33.0,,
2017-10-01,287.0,,,,,261.0,,
2017-11-01,193.0,,,,,228.0,,
2017-12-01,181.0,,,,,148.0,,
2018-01-01,166.0,,,,,200.0,,
2018-02-01,178.0,,,,,313.0,,
2018-03-01,199.0,,,,,103.0,,
2018-04-01,200.0,,,,,164.0,,
2018-05-01,183.0,,,,,223.0,,
2018-06-01,179.0,,,,,213.0,,
2018-07-01,189.0,,,,,157.0,,
2018-08-01,182.0,,,,,201.0,,
2018-09-01,183.0,,,,,134.0,,
2018-10-01,181.0,,,,,249.0,,
2018-11-01,201.0,,,,,155.0,,
2018-12-01,175.0,,,,,312.0,,
2019-01-01,177.0,,,,,304.0,,
2019-02-01,176.0,,,,,20.0,,
2019-03-01,178.0,,,,,196.0,,
2019-04-01,180.0,,,,,263.0,,
2019-05-01,194.0,,,,,75.0,,
2019-06-01,152.0,,,,,224.0,,
2019-07-01,149.0,,,,,164.0,,
2019-08-01,157.0,,,,,130.0,,
2019-09-01,159.0,,,,,136.0,,
2019-10-01,119.0,,,,,128.0,,
2019-11-01,168.0,,,,,266.0,,
2019-12-01,165.0,,,,,145.0,,
2020-01-01,161.0,,,,,225.0,,
2020-02-01,169.0,,,,,273.0,,
2020-03-01,-284.0,,,,,-537.14,,
2020-04-01,-525.48,,,,,-537.14,,
2020-05-01,-525.48,,,,,1012.6899999999998,,
2020-06-01,2905.0,,,,,4800.0,,
2020-07-01,2261.0,,,,,1763.0,,
2020-08-01,1381.0,,,,,1371.0,,
2020-09-01,777.0,,,,,661.0,,
2020-10-01,633.0,,,,,638.0,,
2020-11-01,565.0,,,,,245.0,,
2020-12-01,105.0,,,,,-140.0,,
2021-01-01,100.0,,,,,49.0,,
2021-02-01,129.0,,,,,379.0,,
2021-03-01,468.0,,,,,916.0,,
2021-04-01,925.0,,,,,266.0,,
2021-05-01,628.0,,,,,559.0,,
2021-06-01,514.0,850.0,604.4704128826897,,,850.0,604.4704128826897,981.4704128826896
2021-07-01,825.0,943.0,1416.3918269739804,,,943.0,1416.3918269739804,168.39182697398044
2021-08-01,717.0,235.0,659.1667259021399,,,235.0,659.1667259021399,815.1667259021399
2021-09-01,453.0,194.0,571.3365187524583,,,194.0,571.3365187524583,975.3365187524583
2021-10-01,401.0,531.0,102.26852450819558,,,531.0,102.26852450819558,921.2685245081956
2021-11-01,507.0,210.0,485.2210880875464,,,210.0,485.2210880875464,757.2210880875464
2021-12-01,399.0,199.0,654.8543097946917,,,199.0,654.8543097946917,326.85430979469174
2022-01-01,250.0,467.0,935.9978368525908,,,467.0,935.9978368525908,-2121.002163147409
2022-02-01,392.0,678.0,202.88036402867897,,,678.0,202.88036402867897,810.880364028679
2022-03-01,430.0,431.0,273.1241144385964,,,431.0,273.1241144385964,835.1241144385964
2022-04-01,416.0,428.0,431.51548262351,,,428.0,431.51548262351,1265.51548262351
2022-05-01,353.0,390.0,310.13279553855875,,,390.0,310.13279553855875,938.1327955385588
2022-06-01,278.0,372.0,514.7792152535104,,,372.0,514.7792152535104,817.7792152535104
2022-07-01,261.0,528.0,730.3523560017074,,,528.0,730.3523560017074,-492.64764399829255
2022-08-01,282.0,315.0,61.83951578368405,,,315.0,61.83951578368405,194.83951578368405
2022-09-01,263.0,263.0,25.775647376258803,,,263.0,25.775647376258803,478.7756473762588
2022-10-01,198.0,261.0,-2.4771148040468915,,,261.0,-2.4771148040468915,816.5228851959531
2022-11-01,200.0,263.0,288.2707543171023,,,263.0,288.2707543171023,592.2707543171023
2022-12-01,201.0,223.0,304.8281801062912,,,223.0,304.8281801062912,-15.17181989370882
2023-01-01,175.0,517.0,459.1771873765456,,,517.0,459.1771873765456,-2680.8228126234544
2023-02-01,188.0,311.0,129.20838503439677,,,311.0,129.20838503439677,753.2083850343968
2023-03-01,225.0,236.0,105.80883218923192,,,236.0,105.80883218923192,633.8088321892319
2023-04-01,177.0,253.0,200.84070858991788,,,253.0,200.84070858991788,1023.840708589918
2023-05-01,178.0,339.0,122.72984142343148,,,339.0,122.72984142343148,734.7298414234315
2023-06-01,214.0,209.0,384.9065500151962,,,209.0,384.9065500151962,761.9065500151962
2023-07-01,184.0,187.0,132.66682397110617,,,187.0,132.66682397110617,-1039.3331760288938
2023-08-01,164.0,187.0,38.47298657295188,,,187.0,38.47298657295188,115.47298657295188
2023-09-01,148.0,336.0,49.65222312461782,,,336.0,49.65222312461782,422.6522231246178
2023-10-01,164.0,150.0,-50.04260321207869,,,150.0,-50.04260321207869,860.9573967879213
2023-11-01,173.0,164.0,-33.440288252583684,,,164.0,-33.440288252583684,277.5597117474163
2023-12-01,151.0,216.0,85.02551160731036,,,216.0,85.02551160731036,-280.97448839268964
2024-01-01,157.0,353.0,404.3952830743588,,,353.0,404.3952830743588,-2652.604716925641
2024-02-01,184.0,275.0,-51.81073240966271,,,275.0,-51.81073240966271,727.1892675903373
2024-03-01,197.0,303.0,-121.8637552246355,,,303.0,-121.8637552246355,285.1362447753645
2024-04-01,221.0,175.0,50.84832721633165,,,175.0,50.84832721633165,865.8483272163317
2024-05-01,189.0,272.0,196.60071840960572,,,272.0,196.60071840960572,777.6007184096057
2024-06-01,190.0,206.0,23.05792039829521,,,206.0,23.05792039829521,456.0579203982952
2024-07-01,186.0,114.0,76.19290683122472,,,114.0,76.19290683122472,-999.8070931687752
2024-08-01,164.0,142.0,110.24369737852874,,,142.0,110.24369737852874,191.24369737852876
2024-09-01,143.0,254.0,209.91786952465964,,,254.0,209.91786952465964,458.9178695246597
2024-10-01,132.0,12.0,-140.1271858380918,,,12.0,-140.1271858380918,770.8728141619082
2024-11-01,188.0,227.0,143.22081888657192,,,227.0,143.22081888657192,454.2208188865719
2024-12-01,153.0,256.0,138.68663411197016,,,256.0,138.68663411197016,-244.31336588802984
2025-01-01,165.0,143.0,458.1080677768082,,,143.0,458.1080677768082,-2563.891932223192
2025-02-01,136.0,151.0,-23.810744256613475,,,151.0,-23.810744256613475,755.1892557433865
2025-03-01,121.0,228.0,305.66945469279153,,,228.0,305.66945469279153,668.6694546927915
2025-04-01,128.0,177.0,86.05728492904882,,,177.0,86.05728492904882,729.0572849290488
2025-05-01,126.0,139.0,-2.667400051668551,,,139.0,-2.667400051668551,609.3325999483314
2025-06-01,125.0,147.0,-50.72204483492999,,,147.0,-50.72204483492999,321.27795516507
2025-07-01,110.0,73.0,-127.87119778698298,,,73.0,-127.87119778698298,-1156.871197786983
2025-08-01,76.0,22.0,158.82963202133064,,,22.0,158.82963202133064,243.82963202133064
2025-09-01,40.0,119.0,206.81210132412963,,,119.0,206.81210132412963,455.8121013241296
2025-10-01,22.0,-138.0,-328.8091511447195,,,-138.0,-328.8091511447195,552.1908488552805
2025-11-01,32.0,64.0,-7.918455430829397,,,64.0,-7.918455430829397,303.0815445691706
2025-12-01,60.0,50.0,-242.02665339350733,,,50.0,-242.02665339350733,-579.0266533935073
2026-01-01,83.0,130.0,159.42290963879805,,,130.0,159.42290963879805,-2835.577090361202
2026-02-01,66.0,-92.0,40.470450232943335,,,-92.0,40.470450232943335,815.4704502329433
2026-03-01,51.0,178.0,383.84441196382807,,,178.0,383.84441196382807,739.8444119638281
2026-04-01,90.0,,198.41767580336625,,,,198.41767580336625,926.4176758033664
2026-05-01,,,181.7558999898644,,,,181.7558999898644,768.7558999898644
