ds,actual,consensus_pred,panel_consensus_mean,panel_consensus_median,panel_consensus_count,panel_consensus_std,panel_pred,error,kalman_pred,predicted,selected_rule
2023-12-01,216.0,151.0,168.75,170.0,5.0,11.388041973930374,168.75,47.25,117.40872728553249,168.75,gate:200.00
2024-01-01,353.0,157.0,185.75,185.0,5.0,8.613216588476108,185.75,167.25,229.31175312013357,185.75,gate:200.00
2024-02-01,275.0,184.0,187.5,187.5,5.0,8.2915619758885,187.5,87.5,205.4484284032377,187.5,gate:200.00
2024-03-01,303.0,197.0,207.0,207.0,5.0,19.4164878389476,207.0,96.0,205.46933174459764,207.0,gate:200.00
2024-04-01,175.0,221.0,237.5,237.5,5.0,25.124689052802225,237.5,-62.5,240.52797092853808,237.5,gate:200.00
2024-05-01,272.0,189.0,187.5,187.5,5.0,11.4564392373896,187.5,84.5,183.84067934200445,187.5,gate:200.00
2024-06-01,206.0,190.0,187.5,187.5,5.0,5.5901699437494745,187.5,18.5,193.18265408741073,187.5,gate:200.00
2024-07-01,114.0,186.0,178.75,178.75,5.0,4.14578098794425,178.75,-64.75,183.45765550915002,178.75,gate:200.00
2024-08-01,142.0,164.0,163.25,163.0,5.0,4.085033659592048,163.25,-21.25,154.2980866801628,163.25,gate:200.00
2024-09-01,254.0,143.0,151.66666666666666,145.83333333333331,4.0,20.138409955990955,151.66666666666666,102.33333333333334,159.62128661348345,151.66666666666666,gate:200.00
2024-10-01,12.0,132.0,107.5,107.5,5.0,21.937410968480304,107.5,-95.5,108.49869720715114,107.5,gate:200.00
2024-11-01,227.0,188.0,202.5,200.0,5.0,36.31459761583488,202.5,24.5,129.86596682862438,202.5,gate:200.00
2024-12-01,256.0,153.0,165.0,165.0,5.0,9.354143466934854,165.0,91.0,173.40759625469403,165.0,gate:200.00
2025-01-01,143.0,165.0,137.5,137.5,5.0,24.62214450449026,137.5,5.5,204.3585799236629,137.5,gate:200.00
2025-02-01,151.0,136.0,172.5,172.5,5.0,35.61951712193752,172.5,-21.5,116.03288878829487,172.5,gate:200.00
2025-03-01,228.0,121.0,133.75,130.0,5.0,19.803724397193573,133.75,94.25,164.01462690999344,133.75,gate:200.00
2025-04-01,177.0,128.0,128.75,128.75,5.0,10.231690964840562,128.75,48.25,158.83738533788025,128.75,gate:200.00
2025-05-01,139.0,126.0,127.5,130.0,5.0,4.330127018922194,127.5,11.5,118.33083864946985,127.5,gate:200.00
2025-06-01,147.0,125.0,100.0,105.0,5.0,14.577379737113251,100.0,47.0,135.15360088909296,100.0,gate:200.00
2025-07-01,73.0,110.0,111.66666666666667,110.83333333333334,4.0,10.274023338281628,111.66666666666667,-38.66666666666667,91.68272024007449,111.66666666666667,gate:200.00
2025-08-01,22.0,76.0,68.5,68.5,5.0,7.697402159170326,68.5,-46.5,70.44979188297386,68.5,gate:200.00
2025-09-01,119.0,40.0,54.5,48.0,5.0,14.773286702694158,54.5,64.5,80.2300574161952,54.5,gate:200.00
2025-10-01,-138.0,22.0,,,,,22.0,-87.16865819245758,-50.831341807542415,-50.831341807542415,gate:200.00
2025-11-01,64.0,32.0,,,,,32.0,17.46370512937291,46.53629487062709,46.53629487062709,gate:200.00
2025-12-01,50.0,60.0,,,,,60.0,-46.912847058695604,96.9128470586956,96.9128470586956,gate:200.00
2026-01-01,130.0,83.0,,,,,83.0,-46.432323947978915,176.43232394797892,176.43232394797892,gate:200.00
2026-02-01,-92.0,66.0,,,,,66.0,-168.69510084088427,76.69510084088427,76.69510084088427,gate:200.00
2026-03-01,178.0,51.0,,,,,51.0,64.0485976754977,113.9514023245023,113.9514023245023,gate:200.00
2026-04-01,,90.0,,,,,90.0,,134.97677499081655,134.97677499081655,gate:200.00
