Feature,Category,Index
nfp_nsa_mom_lag12,NFP_Lagged,1
emp_sa_government_local_nsa_mom,Other,2
emp_sa_private_services_education_health_education_nsa_mom,Other,3
is_jan,Other,4
month_cos,Calendar,5
emp_sa_government_local_nsa_mom_pct,Other,6
is_july,Other,7
emp_sa_private_services_trade_transportation_utilities_utilities_nsa_latest,Other,8
emp_sa_government_local_education_nsa_3m_chg,Other,9
emp_private_govt_ratio,Other,10
emp_sa_private_nsa_mom,Other,11
emp_sa_private_services_professional_business_professional_technical_nsa_3m_chg,Calendar,12
emp_sa_private_services_trade_transportation_utilities_transportation_warehousing_nsa_rolling_3m,Calendar,13
emp_sa_private_services_trade_transportation_utilities_utilities_nsa_mom,Other,14
emp_sa_private_services_financial_real_estate_nsa_3m_chg,Other,15
emp_sa_private_services_professional_business_nsa_mom,Calendar,16
emp_sa_government_federal_except_postal_nsa_3m_chg,Other,17
emp_sa_private_services_financial_finance_insurance_nsa_latest,Other,18
emp_sa_private_services_financial_finance_insurance_nsa_3m_chg,Other,19
emp_sa_government_state_nsa_mom_pct,Other,20
nfp_nsa_mom_lag3,NFP_Lagged,21
CCSA_MoM_Pct_rolling_mean_3,Claims,22
emp_sa_private_services_leisure_hospitality_arts_nsa_3m_chg,Other,23
emp_sa_private_services_professional_business_management_companies_nsa_3m_chg,Calendar,24
emp_sa_private_services_nsa_rolling_3m,Other,25
emp_sa_private_services_professional_business_admin_waste_nsa_latest,Calendar,26
emp_sa_government_federal_nsa_3m_chg,Other,27
nfp_nsa_divergence_3m,NFP_Lagged,28
emp_sa_government_federal_postal_nsa_latest,Other,29
JOLTS_Layoffs_mom_change,JOLTS,30
NOAA_Human_Impact_Index_lag3,NOAA,31
ISM_Manufacturing_Index_latest,ISM,32
CB_Consumer_Confidence_mom_change,Consumer_Confidence,33
ADP_forecast_yoy_change,ADP,34
ADP_forecast_2yr_change,ADP,35
CCSA_MoM_Pct_latest,Claims,36
quarter_sin,Calendar,37
emp_sa_private_services_other_repair_nsa_mom,Other,38
ISM_Manufacturing_Index_mom_change,ISM,39
ADP_actual_latest,ADP,40
emp_sa_government_federal_except_postal_nsa_latest,Other,41
nfp_nsa_mom_lag2,NFP_Lagged,42
nfp_nsa_mom_rolling_6m,NFP_Lagged,43
emp_sa_private_services_education_health_health_social_nsa_mom,Other,44
emp_sa_private_services_information_nsa_latest,Other,45
emp_sa_government_nsa_6m_chg,Other,46
emp_sa_private_services_professional_business_professional_technical_nsa_rolling_3m,Calendar,47
emp_sa_private_services_professional_business_professional_technical_nsa_latest,Calendar,48
emp_sa_private_services_trade_transportation_utilities_utilities_nsa_3m_chg,Other,49
emp_sa_government_local_education_nsa_6m_chg,Other,50
Oil_Prices_volatility_latest,Oil,51
emp_sa_private_services_trade_transportation_utilities_transportation_warehousing_nsa_latest,Calendar,52
ISM_NonManufacturing_Index_mom_change,ISM,53
emp_sa_private_services_leisure_hospitality_nsa_yoy,Other,54
Credit_Spreads_vol_of_changes_rolling_mean_3,Credit,55
emp_sa_private_services_information_nsa_3m_chg,Other,56
emp_sa_private_services_information_data_processing_nsa_rolling_3m,Calendar,57
emp_sa_private_services_other_religious_nsa_3m_chg,Other,58
emp_sa_private_services_information_publishing_nsa_latest,Other,59
nfp_sa_mom_lag2,NFP_Lagged,60
Credit_Spreads_vol_of_changes_volatility_6m,Credit,61
CCSA_MoM_Pct_2yr_change,Claims,62
Challenger_Job_Cuts_mom_change,Challenger,63
Credit_Spreads_vol_of_changes_18m_change,Credit,64
emp_sa_private_services_other_nsa_rolling_3m,Other,65
NOAA_Economic_Damage_Index_trend_12m,NOAA,66
emp_sa_government_state_education_nsa_mom_pct,Other,67
