ds,consensus_pred,actual_champion_pred,champion_pred,challenger_pred,actual_challenger_pred,actual,nsa_pred,nsa_raw_pred
2013-05-01,165.0,,,,,175.0,,
2013-06-01,172.0,,,,,195.0,,
2013-07-01,183.0,,,,,162.0,,
2013-08-01,172.0,,,,,169.0,,
2013-09-01,180.0,,,,,148.0,,
2013-10-01,140.0,,,,,264.0,,
2013-11-01,182.0,,,,,203.0,,
2013-12-01,199.0,,,,,74.0,,
2014-01-01,171.0,,,,,113.0,,
2014-02-01,160.0,,,,,175.0,,
2014-03-01,192.0,,,,,192.0,,
2014-04-01,222.0,,,,,288.0,,
2014-05-01,215.0,,,,,217.0,,
2014-06-01,214.0,,,,,288.0,,
2014-07-01,235.0,,,,,209.0,,
2014-08-01,218.0,,,,,142.0,,
2014-09-01,210.0,,,,,248.0,,
2014-10-01,236.0,,,,,214.0,,
2014-11-01,238.0,,,,,321.0,,
2014-12-01,243.0,,,,,252.0,,
2015-01-01,233.0,,,,,257.0,,
2015-02-01,235.0,,,,,295.0,,
2015-03-01,238.0,,,,,126.0,,
2015-04-01,227.0,,,,,223.0,,
2015-05-01,227.0,,,,,280.0,,
2015-06-01,227.0,,,,,223.0,,
2015-07-01,224.0,,,,,215.0,,
2015-08-01,215.0,,,,,173.0,,
2015-09-01,205.0,,,,,142.0,,
2015-10-01,181.0,,,,,271.0,,
2015-11-01,196.0,,,,,211.0,,
2015-12-01,194.0,,,,,292.0,,
2016-01-01,222.0,,,,,151.0,,
2016-02-01,191.0,,,,,242.0,,
2016-03-01,201.0,,,,,215.0,,
2016-04-01,197.0,,,,,160.0,,
2016-05-01,169.0,,,,,38.0,,
2016-06-01,168.0,,,,,287.0,,
2016-07-01,180.0,,,,,255.0,,
2016-08-01,168.0,,,,,151.0,,
2016-09-01,170.0,,,,,156.0,,
2016-10-01,169.0,,,,,161.0,,
2016-11-01,170.0,,,,,178.0,,
2016-12-01,157.0,,,,,156.0,,
2017-01-01,168.0,,,,,227.0,,
2017-02-01,181.0,,,,,235.0,,
2017-03-01,186.0,,,,,98.0,,
2017-04-01,190.0,,,,,211.0,,
2017-05-01,182.0,,,,,138.0,,
2017-06-01,177.0,,,,,222.0,,
2017-07-01,180.0,,,,,209.0,,
2017-08-01,182.0,,,,,156.0,,
2017-09-01,125.0,,,,,-33.0,,
2017-10-01,287.0,,,,,261.0,,
2017-11-01,193.0,,,,,228.0,,
2017-12-01,181.0,,,,,148.0,,
2018-01-01,166.0,,,,,200.0,,
2018-02-01,178.0,,,,,313.0,,
2018-03-01,199.0,,,,,103.0,,
2018-04-01,200.0,,,,,164.0,,
2018-05-01,183.0,,,,,223.0,,
2018-06-01,179.0,,,,,213.0,,
2018-07-01,189.0,,,,,157.0,,
2018-08-01,182.0,,,,,201.0,,
2018-09-01,183.0,,,,,134.0,,
2018-10-01,181.0,,,,,249.0,,
2018-11-01,201.0,,,,,155.0,,
2018-12-01,175.0,,,,,312.0,,
2019-01-01,177.0,,,,,304.0,,
2019-02-01,176.0,,,,,20.0,,
2019-03-01,178.0,,,,,196.0,,
2019-04-01,180.0,,,,,263.0,,
2019-05-01,194.0,,,,,75.0,,
2019-06-01,152.0,,,,,224.0,,
2019-07-01,149.0,,,,,164.0,,
2019-08-01,157.0,,,,,130.0,,
2019-09-01,159.0,,,,,136.0,,
2019-10-01,119.0,,,,,128.0,,
2019-11-01,168.0,,,,,266.0,,
2019-12-01,165.0,,,,,145.0,,
2020-01-01,161.0,,,,,225.0,,
2020-02-01,169.0,,,,,273.0,,
2020-03-01,-284.0,,,,,-537.14,,
2020-04-01,-525.48,,,,,-537.14,,
2020-05-01,-525.48,,,,,1012.6899999999998,,
2020-06-01,2905.0,,,,,4800.0,,
2020-07-01,2261.0,,,,,1763.0,,
2020-08-01,1381.0,,,,,1371.0,,
2020-09-01,777.0,,,,,661.0,,
2020-10-01,633.0,,,,,638.0,,
2020-11-01,565.0,,,,,245.0,,
2020-12-01,105.0,,,,,-140.0,,
2021-01-01,100.0,,,,,49.0,,
2021-02-01,129.0,,,,,379.0,,
2021-03-01,468.0,,,,,916.0,,
2021-04-01,925.0,,,,,266.0,,
2021-05-01,628.0,,,,,559.0,,
2021-06-01,514.0,850.0,276.0105133631073,,,850.0,276.0105133631073,653.0105133631073
2021-07-01,825.0,943.0,1006.5410656616089,,,943.0,1006.5410656616089,-241.45893433839117
2021-08-01,717.0,235.0,199.5095394857485,,,235.0,199.5095394857485,355.50953948574846
2021-09-01,453.0,194.0,270.70532517056563,,,194.0,270.70532517056563,674.7053251705656
2021-10-01,401.0,531.0,3.2979037107379554,,,531.0,3.2979037107379554,822.297903710738
2021-11-01,507.0,210.0,215.92342608049768,,,210.0,215.92342608049768,487.9234260804977
2021-12-01,399.0,199.0,548.0447202740726,,,199.0,548.0447202740726,220.0447202740726
2022-01-01,250.0,467.0,775.0040896219834,,,467.0,775.0040896219834,-2281.995910378017
2022-02-01,392.0,678.0,219.7825365188172,,,678.0,219.7825365188172,827.7825365188172
2022-03-01,430.0,431.0,155.55849899798727,,,431.0,155.55849899798727,717.5584989979873
2022-04-01,416.0,428.0,44.55489727503232,,,428.0,44.55489727503232,878.5548972750323
2022-05-01,353.0,390.0,104.92796812893287,,,390.0,104.92796812893287,732.9279681289329
2022-06-01,278.0,372.0,359.75912016066627,,,372.0,359.75912016066627,662.7591201606663
2022-07-01,261.0,528.0,389.9879918626257,,,528.0,389.9879918626257,-833.0120081373743
2022-08-01,282.0,315.0,165.14522504715143,,,315.0,165.14522504715143,298.1452250471514
2022-09-01,263.0,263.0,167.81104920454004,,,263.0,167.81104920454004,620.81104920454
2022-10-01,198.0,261.0,-270.71722371020826,,,261.0,-270.71722371020826,548.2827762897917
2022-11-01,200.0,263.0,63.07290085785854,,,263.0,63.07290085785854,367.07290085785854
2022-12-01,201.0,223.0,444.4803586540322,,,223.0,444.4803586540322,124.48035865403222
2023-01-01,175.0,517.0,734.5453653190025,,,517.0,734.5453653190025,-2405.4546346809975
2023-02-01,188.0,311.0,101.8984263811078,,,311.0,101.8984263811078,725.8984263811078
2023-03-01,225.0,236.0,29.19490610415744,,,236.0,29.19490610415744,557.1949061041574
2023-04-01,177.0,253.0,46.78662730829535,,,253.0,46.78662730829535,869.7866273082954
2023-05-01,178.0,339.0,115.77300911392967,,,339.0,115.77300911392967,727.7730091139297
2023-06-01,214.0,209.0,363.89847735870626,,,209.0,363.89847735870626,740.8984773587063
2023-07-01,184.0,187.0,146.86850414995274,,,187.0,146.86850414995274,-1025.1314958500473
2023-08-01,164.0,187.0,170.04427399141176,,,187.0,170.04427399141176,247.04427399141176
2023-09-01,148.0,336.0,125.2556719554118,,,336.0,125.2556719554118,498.2556719554118
2023-10-01,164.0,150.0,-139.88466270236484,,,150.0,-139.88466270236484,771.1153372976352
2023-11-01,173.0,164.0,-6.386186909895855,,,164.0,-6.386186909895855,304.61381309010414
2023-12-01,151.0,216.0,-232.22896190229687,,,216.0,-232.22896190229687,-598.2289619022969
2024-01-01,157.0,353.0,610.0291280839615,,,353.0,610.0291280839615,-2446.9708719160385
2024-02-01,184.0,275.0,46.67218672666377,,,275.0,46.67218672666377,825.6721867266638
2024-03-01,197.0,303.0,40.26585378785086,,,303.0,40.26585378785086,447.26585378785086
2024-04-01,221.0,175.0,25.190155496980083,,,175.0,25.190155496980083,840.1901554969801
2024-05-01,189.0,272.0,173.55605756566342,,,272.0,173.55605756566342,754.5560575656634
2024-06-01,190.0,206.0,171.5577578362213,,,206.0,171.5577578362213,604.5577578362213
2024-07-01,186.0,114.0,220.1805911942928,,,114.0,220.1805911942928,-855.8194088057072
2024-08-01,164.0,142.0,166.3244842889528,,,142.0,166.3244842889528,247.3244842889528
2024-09-01,143.0,254.0,230.94198190590143,,,254.0,230.94198190590143,479.94198190590146
2024-10-01,132.0,12.0,-98.87000229819284,,,12.0,-98.87000229819284,812.1299977018072
2024-11-01,188.0,227.0,34.108793630429375,,,227.0,34.108793630429375,345.1087936304294
2024-12-01,153.0,256.0,183.50074321453664,,,256.0,183.50074321453664,-199.49925678546336
2025-01-01,165.0,143.0,390.02977436186166,,,143.0,390.02977436186166,-2631.9702256381383
2025-02-01,136.0,151.0,-59.13434981867909,,,151.0,-59.13434981867909,719.8656501813209
2025-03-01,121.0,228.0,334.7484949408297,,,228.0,334.7484949408297,697.7484949408297
2025-04-01,128.0,177.0,244.48435527080937,,,177.0,244.48435527080937,887.4843552708094
2025-05-01,126.0,139.0,0.9161505980213178,,,139.0,0.9161505980213178,612.9161505980213
2025-06-01,125.0,147.0,234.9586538488021,,,147.0,234.9586538488021,606.9586538488021
2025-07-01,110.0,73.0,-53.23879381207848,,,73.0,-53.23879381207848,-1082.2387938120785
2025-08-01,76.0,22.0,97.2359111898634,,,22.0,97.2359111898634,182.2359111898634
2025-09-01,40.0,119.0,220.6253489764676,,,119.0,220.6253489764676,469.6253489764676
2025-10-01,22.0,-138.0,-299.06824806007967,,,-138.0,-299.06824806007967,581.9317519399203
2025-11-01,32.0,64.0,177.6008330495468,,,64.0,177.6008330495468,488.6008330495468
2025-12-01,60.0,50.0,172.0253329485844,,,50.0,172.0253329485844,-164.9746670514156
2026-01-01,83.0,130.0,399.07928640249384,,,130.0,399.07928640249384,-2595.920713597506
2026-02-01,66.0,-92.0,28.547097614007725,,,-92.0,28.547097614007725,803.5470976140077
2026-03-01,51.0,178.0,324.72217036028667,,,178.0,324.72217036028667,680.7221703602867
2026-04-01,90.0,,186.9872844608734,,,,186.9872844608734,914.9872844608734
2026-05-01,,,200.40559350529816,,,,200.40559350529816,787.4055935052982
